Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;MG;IPATINGA;COMERCIAL DE GAS CARDOSO E MOREIRA LTDA;13420236000129;RUA VAL PARAISO;288;;BETHANIA;35164-783;GLP;01/07/2025;120;;R$ / 13 kg;BRANCA
S;PR;MARINGA;EMERSON FERRAREZ DE MORAES - GAS;14240765000103;RUA MITSUZUCHI TOKUDA,PIONEIRO;775;;JARDIM OASIS;87040-590;GLP;01/07/2025;99,99;;R$ / 13 kg;ULTRAGAZ
CO;MS;CAMPO GRANDE;CHAVES & SOARES COMERCIO DE GAS E AGUA LTDA;13962073000106;RUA ANA LUIZA DE SOUZA;1118;;UNIVERSITARIO;79070-140;GLP;01/07/2025;115;;R$ / 13 kg;ULTRAGAZ
N;RR;BOA VISTA;G R OLIVEIRA COMERCIO - ME;03037758000192;RUA   REINALDO NEVES;1334;;JARDIM FLORESTA;69312-045;GLP;01/07/2025;135;;R$ / 13 kg;FOGAS
NE;CE;LIMOEIRO DO NORTE;JC COMERCIAL VAREJISTA DE GLP LTDA;09543460000130;PRACA JOSE JERONIMO;426;;CENTRO;62930-000;GLP;01/07/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ARARAQUARA;FREITAS PIMENTA COMERCIO DE GPAS LTDA - ME;13815198000103;AVENIDA DOUTOR  EDSON BACCARIN;139;;JARDIM ROBERTO SELMI DEI;14806-305;GLP;01/07/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;SC;FLORIANOPOLIS;LIDERGAS COMERCIO DE GAS LTDA;14001591000126;RODOVIA DOUTOR ANTONIO LUIZ MOURA GONZAGA;3976;;RIO TAVARES;88048-300;GLP;01/07/2025;130;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597009315;QUADRA QS 09 RUA 120 LOTE;28;;AGUAS CLARAS;71977-180;GLP;01/07/2025;101,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597005913;AREA AREA CENTRAL 2/3 LOTE;1;;RIACHO FUNDO;71810-100;GLP;01/07/2025;100,99;;R$ / 13 kg;LIQUIGÁS
NE;PE;ARCOVERDE;JOSE VALTER FEITOZA DA SILVA;08892210000305;AVENIDA OSVALDO CRUZ;1651;LETRA A;CORONEL SIQUEIRA CAMPOS;56511-000;GLP;01/07/2025;99,99;;R$ / 13 kg;MINASGAS
SE;MG;UBERLANDIA;ALTO GAS MD LTDA;15695947000131;AVENIDA DOM PEDRO II;1147;;ALTO UMUARAMA;38405-280;GLP;01/07/2025;115;;R$ / 13 kg;ULTRAGAZ
N;RO;PORTO VELHO;L. DA COSTA SILVA DISTRIBUIDORA - ME;15393067000100;RUA JOSE VIEIRA CAULA;6951;;ESPERANCA DA COMUNIDADE;76825-144;GLP;01/07/2025;115;;R$ / 13 kg;FOGAS
S;RS;NOVO HAMBURGO;COMERCIO DE GAS POSTACO LTDA;14067319000149;RUA ESPINOSA;102;;PRIMAVERA;93344-140;GLP;01/07/2025;109;;R$ / 13 kg;BRANCA
NE;BA;SALVADOR;BELA VISTA REVENDEDORA DE GAS LTDA - ME;17261356000181;RUA BELA VISTA;65;TERREO;ALTO DO COQUEIRINHO;41615-000;GLP;01/07/2025;125;;R$ / 13 kg;BAHIANA
N;AM;MANAUS;L C CAMPOS DE SOUZA - ME;12892239000100;RUA   TAMBIARA;22;QUADRA 25;CIDADE NOVA;69090-060;GLP;01/07/2025;130;;R$ / 13 kg;AMAZONGÁS
SE;SP;ATIBAIA;RACHID COMERCIO DE GAS LTDA;10286226000154;AVENIDA PREFEITO ANTONIO JULIO DE TOLEDO GARCIA LOPES;1;;JARDIM DAS CEREJEIRAS;12954-270;GLP;01/07/2025;130;;R$ / 13 kg;BRANCA
S;PR;GUARAPUAVA;E.R. FRANCA;10811549000209;RUA TURIBIO GOMES;143;;VILA BELA;85025-250;GLP;01/07/2025;103;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;FERNANDO DO GAS LTDA;15527551000185;AVENIDA SERRANA;730;"CASA;";ITATIAIA;31360-270;GLP;01/07/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;RONDONOPOLIS;AUTO POSTO FERNANDO CORREA DA COSTA LTDA;15782755000162;RUA FERNANDO CORREA DA COSTA;873;;VILA AURORA I PARTE;78740-000;GLP;01/07/2025;125;;R$ / 13 kg;COPA ENERGIA
N;PA;ANANINDEUA;LORENA COMERCIO DE PRODUTOS DE PETROLEO LTDA;06266344000557;TRAVESSA   SN-03;S/N;CONJUNTO CIDADE NOVA IV;CIDADE NOVA;67133-810;GLP;01/07/2025;104;;R$ / 13 kg;BRANCA
S;SC;FLORIANOPOLIS;MAGALHÃES & DIAS COMERCIO LTDA - EPP;18226372000104;RODOVIA DOUTOR ANTONIO LUIZ MOURA GONZAGA;2316;;RIO TAVARES;88048-301;GLP;01/07/2025;129;;R$ / 13 kg;ULTRAGAZ
SE;SP;SERTAOZINHO;MARLI CAPELIN PEREIRA - ME;17598047000100;AVENIDA JORGE ABRAO;620;;SHANGRI-LA;14161-170;GLP;01/07/2025;96,99;;R$ / 13 kg;LIQUIGÁS
CO;MT;RONDONOPOLIS;SEVERINO JOAO DA SILVA;05731913000100;RUA GAL MASCARENHAS DE MORAES;169;LOTE  13/14               QUADRA3;VILA MARILEY;78705-268;GLP;01/07/2025;130;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;MONTES CLAROS;NORTE GAS COMERCIAL LTDA;19035859000164;AVENIDA DOUTOR MARIO TOURINHO;3140;;SANTO AMARO;39403-355;GLP;01/07/2025;99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;SAO JOSE DE RIBAMAR;NICOLAU DERIVADOS DE PETROLEO LTDA;35196823001190;AVENIDA 4;1;"QUADRA: I; : LOT GENIPARANA;";GENIPARANA/BAIXO DO GATO;65110-000;GLP;01/07/2025;119,99;;R$ / 13 kg;LIQUIGÁS
NE;BA;SALVADOR;MELHOR GAS COMERCIO DE GAS EIRELI;19355910000115;RUA VIRGILDASIO SENA;S/N;;BOCA DO RIO;41710-220;GLP;01/07/2025;130;;R$ / 13 kg;BAHIANA
N;AP;MACAPA;CHAMA AZUL LTDA;13251303000129;AVENIDA SEVERINO GOMES DE ALMEIDA;3119;;JARDIM FELICIDADE I;68909-833;GLP;01/07/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;LONDRINA;PARANÁ NORTE GÁS LTDA - ME;20493192000122;RUA   ODY SILVEIRA;563;;ALTO DA BOA VISTA;86083-040;GLP;01/07/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SERTAOZINHO;AUTO POSTO SAO PEDRO DE SERTAOZINHO LTDA;16632679000171;AVENIDA ALESSIO MAZER;35;;JARDIM NASSIM MAMED;14164-175;GLP;01/07/2025;107;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;LILIANA PENAFORT VASCONCELOS 78195470220;18144977000148;AVENIDA   7 DE MAIO;11;;SANTA ETELVINA;69059-140;GLP;01/07/2025;125;;R$ / 13 kg;AMAZONGÁS
N;RO;PORTO VELHO;R.F. DOS S. RUFINO - ME;11586594000261;RUA ITATIAIA;8805;ESQ. COM RUA UNIÃO;SAO FRANCISCO;76813-244;GLP;01/07/2025;123;;R$ / 13 kg;FOGAS
SE;SP;TAUBATE;ALAIDE DOS SANTOS VASCONCELLOS;17180414000142;RUA PROFESSORA ESCOLASTICA MARIA DE JESUS;692;;JD EULALIA;12091-050;GLP;01/07/2025;84,99;;R$ / 13 kg;BRANCA
NE;PE;ARCOVERDE;ELIEDSON A. LIMA FREITAS - E;04958124000135;RUA   JOVENTINO PADILHA;369;;SAO CRISTOVAO;56512-150;GLP;01/07/2025;100;;R$ / 13 kg;LIQUIGÁS
SE;SP;JUNDIAI;ALÔ GÁS COMÉRCIO DE GÁS E ÁGUA LTDA;09061758000104;AVENIDA SAO PAULO;842;;VILA ARENS II;13202-610;GLP;01/07/2025;105,99;;R$ / 13 kg;BRANCA
SE;SP;BARRETOS;AUTO POSTO BARREGAS LTDA;20789944000105;RUA 18;1623;;ORTEGA;14783-248;GLP;01/07/2025;110;;R$ / 13 kg;BRANCA
SE;ES;SERRA;MESTRE ALVARO COMERCIO DE GAS LTDA;22391208000111;AVENIDA BRAUNA;S/N;;COLINA DE LARANJEIRAS;29167-124;GLP;01/07/2025;89,99;;R$ / 13 kg;BRANCA
NE;PE;ARCOVERDE;RITA SAMPAIO LEITE;22587762000179;RUA JOAQUIM TENORIO CAVALCANTE DE MELO;1;;BOA VISTA;56519-100;GLP;01/07/2025;105;;R$ / 13 kg;BAHIANA
NE;RN;NATAL;L.A LIMA DE OLIVEIRA - ME;21869456000162;AVENIDA PRUDENTE DE MORAIS;6576;;LAGOA NOVA;59064-630;GLP;01/07/2025;110;;R$ / 13 kg;MINASGAS
SE;SP;ARARAQUARA;COMERCIO DE GLP E AGUA COYOTE LTDA;18706981000152;RUA MAURICIO GALLI;1472;;VILA SEDENHO;14806-155;GLP;01/07/2025;110;;R$ / 13 kg;ULTRAGAZ
SE;SP;ATIBAIA;COMERCIO DE GAS E AGUA ATIBAIA LTDA - ME;22598523000114;ALAMEDA PROFESSORLUCAS NOGUEIRA GARCEZ;2962;;JARDIM PAULISTA;12947-000;GLP;01/07/2025;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;SAO LEOPOLDO;TERE AGUA E GAS LTDA;15740337000102;RUA CRUZEIRO DO SUL;45;;SCHARLAU;93125-110;GLP;01/07/2025;99,9;;R$ / 13 kg;COPA ENERGIA
S;PR;MARINGA;HRA COMERCIO DE GAS LTDA - EPP;23531126000198;AVENIDA DOS PALMARES;1016;;JARDIM AMERICA;87045-290;GLP;01/07/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;SAO JOSE DE RIBAMAR;NICOLAU DERIVADOS DE PETROLEO LTDA;35196823001352;ESTRADA DE SAO JOSE DE RIBAMAR;2;LOTE  2 3 4 5 6 E 7;OUTEIRO;65110-000;GLP;01/07/2025;120;;R$ / 13 kg;LIQUIGÁS
SE;SP;AMERICANA;DULCE DIAS BALDO - ME;03497440000194;AVENIDA   CHALIL MIGUEL ONSI;310;;SÃO SEBASTIÃO;13476-040;GLP;01/07/2025;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;AMERICANA;NACOES GAS LTDA;22471085000129;AVENIDA CANDIDO PORTINARI;680;;ANTONIO ZANAGA I;13474-590;GLP;01/07/2025;104,99;;R$ / 13 kg;CONSIGAZ
N;AP;MACAPA;F. J. MACHADO DE OLIVEIRA - ME;05975254000220;RUA   CLODOALDO DA SILVA MATIAS;2703;;JARDIM FELICIDADE;68909-067;GLP;01/07/2025;129;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;PA;ANANINDEUA;LORENA COMERCIO DE PRODUTOS DE PETROLEO LTDA;06266344000638;AV INDEPENDENCIA;83;LOTE 01 A 10 QUADRAH RESIDEN. OURO PETRO;QUARENTA HORAS;67120-406;GLP;01/07/2025;103;;R$ / 13 kg;BRANCA
SE;SP;ARACATUBA;FERNANDA PEDAO DA SILVA;24727717000106;AVENIDA PRESTES MAIA;1434;;AMIZADE;16074-325;GLP;01/07/2025;98;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MS;CAMPO GRANDE;AUTO POSTO SAO JORGE LTDA;15144169000192;AVENIDA GUAICURUS;6941;;JARDIM CENTENARIO;79076-022;GLP;01/07/2025;99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;VINHEDO;CAMARGO & BRAGA COMERCIO DE GAS LTDA - ME;25177645000125;RUA APARECIDA ORTIZ DE CAMARGO CIENI;116;;CAPELA;13280-000;GLP;01/07/2025;104,99;;R$ / 13 kg;ULTRAGAZ
N;AP;MACAPA;GRAVATINHA GAS LTDA;01470539001220;RUA VEREADOR  JULIO MARIA PINTO PEREIRA;850;;JARDIM FELICIDADE;68909-000;GLP;01/07/2025;127;;R$ / 13 kg;LIQUIGÁS
S;SC;FLORIANOPOLIS;GÁS FAMILIA COMERCIO DE GLP ME;10327212000131;RUA JOÃO MOTTA ESPEZIM;1433;;SACO DOS LIMÕES;88045-401;GLP;01/07/2025;110;;R$ / 13 kg;BRANCA
SE;ES;LINHARES;L B COMERCIO DISTRIBUIDOR DE GAS LTDA ME;25199962000142;AVENIDA   JOSÉ ARMANI;SN;;LINHARES V;29905-190;GLP;01/07/2025;115;;R$ / 13 kg;BRANCA
SE;SP;ATIBAIA;MR DISTRIBUIDORA DE AGUA E BEBIDAS LTDA;25372074000180;AVENIDA DONA GERTRUDES;264;;ALVINOPOLIS;12942-540;GLP;01/07/2025;115;;R$ / 13 kg;FOGAS
SE;ES;LINHARES;JALDECIR PEREIRA FRANCISCO LTDA;21066926000150;AVENIDA   TUPINAMBÁS;374;;LAGOA DO MEIO;29904-025;GLP;01/07/2025;105;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;COMERCIAL NOVA ALIANCA EIRELI ME;23858578000189;RUA HUMAITA;5470;;SOCIALISTA;76834-899;GLP;01/07/2025;125;;R$ / 13 kg;FOGAS
SE;SP;BARRETOS;SOUSA & TERENCIO COMERCIO DE GAS LTDA;26529674000171;AVENIDA 43;30;;CENTRO;14780-420;GLP;01/07/2025;120;;R$ / 13 kg;CONSIGAZ
N;RO;PORTO VELHO;AUTO POSTO LONDON LTDA;11062711000107;AVENIDA GUAPORE;4513;;FLODOALDO PONTES PINTO;76820-539;GLP;01/07/2025;123;;R$ / 13 kg;AMAZONGÁS
SE;SP;SERTAOZINHO;A.C. BONBONATI & CIA LTDA ME;71324701000124;RUA SEBASTIÃO SAMPAIO;558;;CENTRO;14160-600;GLP;01/07/2025;96,99;;R$ / 13 kg;LIQUIGÁS
CO;MT;CUIABA;CLARICE APARECIDA DOS SANTOS & CIA LTDA;25356771000147;AVENIDA IPIRANGA;1254;;JARDIM INDEPENDENCIA;78031-030;GLP;01/07/2025;104,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;ARARAQUARA;ANA MARIA BARBOSA LEITE 08923458457;25203444000155;RUA MAURICIO GALLI;4093;;JARDIM IMPERADOR;14806-245;GLP;01/07/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;L. DA S. FARIAS GAS;26907679000190;TRAVESSA DO MEIO;61;;ITAPUA;41610-775;GLP;01/07/2025;119,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;IPATINGA;EDIMAR PATRICIO BARBOSA 05982897639;23011239000162;AVENIDA GERASA;2286;;BETHANIA;35164-056;GLP;01/07/2025;118;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;NACOES UNIDAS AUTO POSTO LTDA;26372055000116;AVENIDA AMAZONAS;2;;NOSSA SENHORA DAS GRACAS;76804-160;GLP;01/07/2025;130;;R$ / 13 kg;FOGAS
SE;MG;IPATINGA;MJS GAS LTDA;24263449000100;AVENIDA LUIZA M. NASCIMBENE;741;;VILA CELESTE;35162-507;GLP;01/07/2025;108;;R$ / 13 kg;BRANCA
SE;SP;ARARAQUARA;MARINALVA ALVES DE LIMA 33775930809;27044671000100;RUA ALBERTO CIONI;675;;JARDIM SÃO RAFAEL II;14806-868;GLP;01/07/2025;120;;R$ / 13 kg;COPA ENERGIA
NE;CE;JUAZEIRO DO NORTE;PEDRO HENRIQUE DE SOUZA GAS;14877411000174;RUA DO LIMOEIRO;878;;FRANCISCANOS;63020-070;GLP;01/07/2025;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ATIBAIA;RACHID COMERCIO DE GAS LTDA;10286226000235;ALAMEDA PROFESSOR LUCAS NOGUEIRA GARCEZ;2495;;JARDIM PAULISTA;12947-000;GLP;01/07/2025;130;;R$ / 13 kg;BRANCA
SE;SP;HORTOLANDIA;RODRIGO AUGUSTO NOGUEIRA;27905023000100;AVENIDA SÃO  FRANCISCO DE ASSIS;1670;;VILA REAL;13183-090;GLP;01/07/2025;98,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;13 DE MAIO COMERCIO DE GAS LTDA;27993988000193;QUADRA QSD 13 LOTE;15;;TAGUATINGA SUL (TAGUATINGA);72020-130;GLP;01/07/2025;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;LIMOEIRO DO NORTE;ATACADAO DAS AGUAS E GAS LTDA;10708438000182;RUA CEL FRANCISCO REMIGIO;1425;;JOSE SIMOES;62930-000;GLP;01/07/2025;95;;R$ / 13 kg;MINASGAS
NE;RN;NATAL;EGLICIO E ANA COMERCIAL DE GAS LTDA - ME;28091552000171;RUA  DA CONCORDIA;1869;;QUINTAS;59035-240;GLP;01/07/2025;90;;R$ / 13 kg;LIQUIGÁS
N;AM;MANAUS;D F SAMPAIO COMERCIO - ME;28549499000100;RUA   LUIZ DE FREITAS RIBEIRO;12;QUADRA136 CJ CN ET 2 NC 5;CIDADE NOVA;69095-250;GLP;01/07/2025;118;;R$ / 13 kg;AMAZONGÁS
SE;SP;VINHEDO;EDUARDO ALVES DE ALMEIDA COMERCIO DE AGUA E GAS - ME;07820243000115;AV PRESIDENTE CASTELO BRANCO;1900;;CENTRO;13280-003;GLP;01/07/2025;110;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;E. A. LIMA - COMERCIAL - ME;07126364000242;AVENIDA   7 DE MAIO;40;;SANTA ETELVINA;69059-140;GLP;01/07/2025;120;;R$ / 13 kg;AMAZONGÁS
N;AM;MANAUS;ELANE DE OLIVEIRA GOUVEIA - EPP;17818845000191;RUA MARIA DAS DORES DE LIMA;50;QD. 12 - CONJ. RENATO SOUZA PINTO II;CIDADE NOVA;69095-730;GLP;01/07/2025;130;;R$ / 13 kg;FOGAS
S;RS;SAO LEOPOLDO;ABR GAS LTDA;23285402000185;RUA CAMPOS SALES;193;;SCHARLAU;93125-240;GLP;01/07/2025;105;;R$ / 13 kg;BRANCA
SE;SP;ARARAQUARA;TAMIRIS LIGIA RODRIGUES 36286894810;27352653000196;RUA CASTRO ALVES;2;;VILA NOSSA SENHORA DO CARMO;14801-456;GLP;01/07/2025;99,99;;R$ / 13 kg;BRANCA
S;RS;SAO LEOPOLDO;CICERO W. DA SILVA & CIA. LTDA.;09597070000143;RUA SANTOS DUMONT;16;;SANTOS DUMONT;93115-450;GLP;01/07/2025;99;;R$ / 13 kg;BRANCA
NE;BA;SALVADOR;KAIROS COMERCIO DE GAS EIRELI;29795874000164;1A TRAVESSA BEIRA RIO;147;;ITAPUA;41620-235;GLP;01/07/2025;125;;R$ / 13 kg;BAHIANA
SE;SP;JUNDIAI;M.V COMERCIO DE GAS LTDA;29577614000112;RUA DORETIRO;1435;;JARDIM PARIS;13209-201;GLP;01/07/2025;125;;R$ / 13 kg;ULTRAGAZ
SE;SP;VINHEDO;CAPELA GAS COMERCIAL LTDA;29287550000115;RUA ROCINHA (VILA GARCEZ);20;;CAPELA;13285-558;GLP;01/07/2025;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;COMERCIAL CASTELO GAS LTDA;26416729000137;AVENIDA DOS ENGENHEIROS;612;;CASTELO;30840-372;GLP;01/07/2025;100;;R$ / 13 kg;BRANCA
SE;ES;LINHARES;OLIEN SILVA SANTANA BEHREND;29954034000105;AVENIDA REPUBLICA;210;;INTERLAGOS;29903-508;GLP;01/07/2025;110;;R$ / 13 kg;BRANCA
SE;SP;BARRETOS;CELSO GARCIA BARRETOS;46060133000154;RUA 24;1602;;CENTRO;14780-090;GLP;01/07/2025;110;;R$ / 13 kg;BRANCA
N;PA;ANANINDEUA;POSTO DE COMBUSTIVEIS CONTAINER LTDA.;26144153000104;EST DA PROVIDENCIA;357;;CIDADE NOVA;67130-670;GLP;01/07/2025;110;;R$ / 13 kg;LIQUIGÁS
CO;MS;CAMPO GRANDE;DEVANILDE APARECIDA DO NASCIMENTO DOS SANTOS;30468568000100;RUA BOTAFOGO;349;;NOVA LIMA;79017-034;GLP;01/07/2025;110;;R$ / 13 kg;BRANCA
SE;SP;VINHEDO;VITOR DAMASCENO SIKOTA;27654024000110;RUA SANTA CRUZ;550;SALA 01;BARRA FUNDA;13280-000;GLP;01/07/2025;100;;R$ / 13 kg;BRANCA
NE;BA;SALVADOR;E. P. DINIZ COMERCIO DE GAS;30470324000154;RUA DA NATIVIDADE;7;;ALTO DO COQUEIRINHO;41615-100;GLP;01/07/2025;128;;R$ / 13 kg;BAHIANA
S;SC;CONCORDIA;SUPERMERCADO ZAT LTDA;80143415000153;RUA MARCELINO RAMOS;1900;;GUILHERME REICH;89709-030;GLP;01/07/2025;109,9;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;SANTA ROSA;CENTRAL DO GAS GLP LTDA;30628532000139;RUA DOUTOR ACCIOLY;625;;CENTRAL;98787-396;GLP;01/07/2025;120;;R$ / 13 kg;BRANCA
N;AM;MANAUS;WBN MERCADINHO LTDA;29424374000116;RUA ITAITE;20;;CIDADE NOVA;69090-327;GLP;01/07/2025;132;;R$ / 13 kg;FOGAS
SE;MG;UBERLANDIA;GAS.COM COMERCIO DE GAS LTDA;32323028000156;AVENIDA ANTONIO JORGE ISAAC;599;;MORUMBI;38407-477;GLP;01/07/2025;94,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;JUIZ DE FORA;GRAMA COMERCIO DE GAS LTDA;13189407000231;RUA ANTONIO TRISTAO;99;LOJA;BANDEIRANTES;36047-160;GLP;01/07/2025;96,99;;R$ / 13 kg;BRANCA
CO;MS;CAMPO GRANDE;AUTO POSTO REFERENCIA LTDA;19462681000138;AVENIDA GUAICURUS;9194;;JD CENTENARIO;79076-022;GLP;01/07/2025;120;;R$ / 13 kg;ULTRAGAZ
SE;SP;ARACATUBA;JOIA COMERCIO LTDA;24461722000292;AVENIDA WALDEMAR ALVES;630;;SAO VICENTE;16050-005;GLP;01/07/2025;95,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ARARAQUARA;FORTE GAS E REGIAO LTDA;31210927000260;RUA DOUTOR JOSE LOGATTI;824;;JARDIM ROBERTO SELMI DEI;14806-344;GLP;01/07/2025;113;;R$ / 13 kg;CONSIGAZ
SE;SP;TAUBATE;MARIA DA CONCEICAO ANGELA DE OLIVEIRA;30118505000116;RUA ITAPAGIPE;919;;PARQUE SENHOR DO BONFIM;12040-570;GLP;01/07/2025;90;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;ANTONIA LUCIA DE OLIVEIRA;30959875000186;RUA ITAPAJE;3248;;LAGOINHA;76829-854;GLP;01/07/2025;114;;R$ / 13 kg;FOGAS
NE;BA;SALVADOR;BOCA DO RIO COMERCIO DE GAS LTDA;33864941000122;RUA LUCIO MANOEL DA HORA;29A;TR BOCA DO RIO;BOCA DO RIO;41710-705;GLP;01/07/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;I C DA SILVA COMERCIO;32122900000106;RUA CMTE NOBERTO WON GAL;52;FUNDOS52A;REDENCAO;69049-100;GLP;01/07/2025;118;;R$ / 13 kg;AMAZONGÁS
SE;SP;TAUBATE;A F GAS E AGUA LTDA;31414736000130;ESTRADA DO BARREIRO;2073;;SAO GONCALO;12092-000;GLP;01/07/2025;90;;R$ / 13 kg;FOGAS
SE;MG;JUIZ DE FORA;ELIENE CAMPOS DE SOUZA ARAUJO 01627175636;20843092000189;AVENIDA DARCY VARGAS;64;LOJA;IPIRANGA;36031-100;GLP;01/07/2025;89,99;;R$ / 13 kg;BRANCA
S;RS;NOVO HAMBURGO;BURGOGAS COMERCIO DE GAS LTDA;33737063000184;AVENIDA PRIMEIRO DE MARCO;3790;;INDUSTRIAL;93320-594;GLP;01/07/2025;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;DF;BRASILIA;NERY COMERCIO DE GAS E AGUA MINERAL LTDA;33951296000185;QUADRA QSB 6 LOTE;2;;TAGUATINGA SUL (TAGUATINGA);72015-560;GLP;01/07/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CAMBE;TOTAL GAS COMERCIO LTDA;28335778000170;RUA JOSE CARLOS MUFATTO;3638;;JARDIM RIVIERA;86187-025;GLP;01/07/2025;105;;R$ / 13 kg;COPA ENERGIA
CO;GO;RIO VERDE;GAS REAL LTDA;33177165000192;AVENIDA 75;SN;QUADRA47                  LOTE  08;POPULAR;75903-490;GLP;01/07/2025;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;MARINGA;JUNIOR GALLI - COMERCIO DE GAS E AGUA;34308306000121;AVENIDA GUAIAPO;1601;;CONJUNTO HABITACIONAL REQUIAO;87047-402;GLP;01/07/2025;99,99;;R$ / 13 kg;COPA ENERGIA
S;PR;MARINGA;JOELMA APARECIDA FERMINO LTDA;34166617000101;AVENIDA AMERICO BELAY;2;;PARQUE DAS GREVILEAS 3  PARTE;87025-210;GLP;01/07/2025;120;;R$ / 13 kg;BRANCA
S;RS;NOVO HAMBURGO;BURGOGAS COMERCIO DE GAS LTDA;33737063000265;RUA SAO LEOPOLDO;156;;LIBERDADE;93330-000;GLP;01/07/2025;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RR;BOA VISTA;KELRY FERNANDES SILVA EIRELI;29889716000254;RUA RIO GRANDE DO NORTE;988;;ESTADOS;69305-460;GLP;01/07/2025;130;;R$ / 13 kg;FOGAS
S;PR;PONTA GROSSA;CARLOS ELIZELTO PEDROSO;30965004000175;RUA VISCONDE DE INHAUMA;20 LD;LOTE 164;RONDA;84051-290;GLP;01/07/2025;105;;R$ / 13 kg;BRANCA
N;AP;MACAPA;BORGES & PINHEIRO LTDA;34774937000136;RUA CLAUDOMIRO DE MORAES;2751;;NOVO BURITIZAL;68904-001;GLP;01/07/2025;115;;R$ / 13 kg;BAHIANA
SE;SP;TAUBATE;DISTRIBUIDORA DE GLP CEREJEIRA LTDA.;03913773000319;RODOVIA OSWALDO CRUZ;1640 A;;JARDIM JULIETA;12090-700;GLP;01/07/2025;83,99;;R$ / 13 kg;BRANCA
SE;SP;ATIBAIA;R & K COMERCIO DE GAS LTDA;36128048000127;ALAMEDA PROFESSOR LUCAS NOGUEIRA GARCEZ;5170;;JARDIM PAULISTA;12947-000;GLP;01/07/2025;110;;R$ / 13 kg;CONSIGAZ
NE;CE;LIMOEIRO DO NORTE;COMERCIAL DE GAS SAO LUIS EIRELI;35550850000148;RUA SABINO ROBERTO;3810;;LUIS ALVES DE FREITAS;62930-000;GLP;01/07/2025;100;;R$ / 13 kg;BAHIANA
S;PR;LONDRINA;GAS 0300 LTDA;36734936000193;AVENIDA WINSTON CHURCHILL;901;;ANDES;86076-000;GLP;01/07/2025;105;;R$ / 13 kg;ULTRAGAZ
S;PR;GUARAPUAVA;J L S REVENDA DE GAS LIQUEFEITO DE PETROLEO LTDA;37335784000119;RUA TURIBIO GOMES;1261;;VILA BELA;85025-250;GLP;01/07/2025;106,9;;R$ / 13 kg;ULTRAGAZ
SE;SP;AMERICANA;CARMO & BATISTA COMERCIO DE BEBIDAS LTDA;37482498000186;AVENIDA DE CILLO;3077;;PARQUE NOVO MUNDO;13467-600;GLP;01/07/2025;99,99;;R$ / 13 kg;ULTRAGAZ
